,url_no,emoji_n0,char_count,word_count,word_density,punctuation_count,upper_case_word_count,stopwords_count,unique_words_count,repeating_word_count,avg_word_length,Adjctive_count,Verb_count,Adverb_count,Noun_count,subjectivity_text,text_neg_score,text_neu_score,text_pos_score,text_sentiment_score,neg_words_in_text,pos_words_in_text,neu_words_in_text,text_polarity_Negetive,text_polarity_Neutral,text_polarity_Positive
901,0.022222222222222223,0.0,6.328947057149937,156.51111111111112,28.22222222222222,9.244444444444444,1.7555555555555555,11.533333333333333,25.533333333333335,2.688888888888889,5.375601222921748,2.533333333333333,2.888888888888889,0.05086419753086419,63,0.5257663005718561,0.06615555555555556,0.7597555555555553,0.17408888888888893,0.2725333333333333,0.8,1.8888888888888888,25.533333333333335,False,False,True
902,0.02,0.0,6.159263706634688,137.76,25.68,4.78,1.36,11.44,22.5,3.18,5.245220219312312,1.76,2.46,0.032400000000000005,55,0.42283267195767205,0.06559999999999999,0.7980800000000001,0.13632000000000002,0.17315799999999995,0.66,1.44,23.58,False,True,False
903,0.08,0.0,9.839328591741912,146.34,25.02,9.44,1.44,10.22,22.58,2.44,8.914865894532657,2.3,2.6,0.0368,54,0.5959889357864357,0.09888000000000004,0.7508400000000001,0.15032,0.08948,1.14,1.58,22.3,False,False,True
904,0.06,0.0,6.6418534359605905,152.92,27.34,9.44,1.3,11.6,24.9,2.44,5.7062136670218955,2.56,1.88,0.0304,56,0.5259585978835978,0.07882,0.7705600000000001,0.15058000000000005,0.22672,1.14,1.66,24.54,True,False,False
905,0.0,0.0,5.026540632168343,174.26,34.68,6.42,2.96,15.4,30.14,4.54,4.044355585307893,2.64,3.46,0.0472,73,0.49347123015872996,0.07602,0.7668399999999999,0.15708000000000003,0.3575959999999999,1.06,2.54,31.08,False,False,True
906,0.08,0.0,5.602204736542964,178.94,32.92,7.68,2.3,14.5,27.78,5.14,4.602840148571749,2.52,3.12,0.0432,69,0.4791357142857144,0.10692,0.7715399999999998,0.12151999999999996,0.025428000000000003,1.4,1.8,29.72,False,False,True
907,0.04,0.0,5.918500139420225,157.22,29.24,6.72,2.12,12.88,25.4,3.84,4.9659677211224915,2.58,2.48,0.037599999999999995,65,0.4598458585858586,0.0446,0.7995399999999998,0.15584,0.33404999999999996,0.38,2.08,26.78,False,False,True
908,0.0,0.0,4.933955356182541,111.55072463768116,20.17391304347826,6.0144927536231885,1.1304347826086956,8.405797101449275,17.652173913043477,2.5217391304347827,4.2277453958540585,1.8840579710144927,1.4782608695652173,0.018693551774837218,67,0.32242848852320904,0.06028985507246377,0.6539710144927537,0.09734782608695652,0.17805507246376812,0.4927536231884058,1.0869565217391304,18.594202898550726,False,False,True
909,0.0,0.0,5.809915876631113,110.4,20.22,8.2,1.9,7.24,18.64,1.58,4.875404163206168,2.24,1.86,0.0264,41,0.5155491341991344,0.13171999999999998,0.68608,0.1822,0.12435399999999999,1.08,1.44,17.7,False,False,True
910,0.06,0.0,5.26698127076867,159.3,30.94,6.22,2.42,13.84,26.4,4.54,4.2355091766500665,2.24,2.26,0.0508,75,0.5206996151996152,0.08685999999999999,0.74712,0.16596000000000002,0.24751599999999996,1.14,1.88,27.92,False,False,True
911,0.0,0.0,5.138436254826096,159.3,31.38,7.62,2.56,14.44,27.48,3.9,4.177967239098661,2.26,2.62,0.0352,76,0.5036972222222221,0.042699999999999995,0.7268400000000002,0.23045999999999991,0.5405340000000001,0.6,2.76,28.02,False,False,True
912,0.08,0.0,7.266251046291205,137.68,25.5,7.52,2.4,11.12,22.14,3.36,6.362642972011209,1.9,2.54,0.0424,61,0.521667742905243,0.0862,0.7249400000000001,0.18878,0.278354,0.92,2.02,22.56,True,False,False
913,0.0,0.0,5.264141817919978,148.4,28.8,6.88,2.18,12.06,25.36,3.44,4.27577626123296,2.9,2.94,0.0392,64,0.3905319444444442,0.059660000000000005,0.8075600000000003,0.13283999999999996,0.2711360000000001,0.78,1.8,26.22,False,False,True
914,0.08,0.0,5.7346418146088265,146.54,27.72,6.92,1.82,12.04,24.34,3.38,4.773397070764541,2.2,2.82,0.044800000000000006,67,0.5034316798941799,0.07162,0.7619400000000001,0.16641999999999998,0.210308,0.94,1.94,24.84,True,False,False
915,0.08,0.0,7.006109768944237,137.86,25.08,5.9,1.28,10.66,22.22,2.86,6.092252791132877,2.28,1.76,0.0264,54,0.44774457671957696,0.04508000000000001,0.78664,0.16823999999999997,0.282938,0.62,1.68,22.78,False,False,True
916,0.16,0.0,7.970361508561229,137.42,23.78,7.14,0.84,10.6,21.72,2.06,7.055749944866634,1.9,1.66,0.03,48,0.47244319384319383,0.04808000000000002,0.8169800000000003,0.13491999999999998,0.238508,0.62,1.5,21.66,True,False,False
917,0.06,0.0,6.036073750946257,178.08,30.62,8.16,0.9,13.6,27.62,3.0,5.054759671607849,2.64,3.1,0.028399999999999998,78,0.4471713638874354,0.07402000000000002,0.8145399999999999,0.11141999999999998,0.07580999999999997,1.06,1.38,28.18,True,False,False
918,0.0,0.0,5.186646345305055,134.14,25.68,7.06,1.92,10.56,23.36,2.32,4.251911667745803,3.04,2.84,0.0276,54,0.5685971509046509,0.06470000000000002,0.69672,0.23858000000000007,0.326884,0.8,2.1,22.78,False,False,True
919,0.0,0.0,5.44306640932544,192.52,35.68,10.18,2.0,15.84,32.18,3.5,4.45552051158662,3.54,2.48,0.037200000000000004,74,0.5102534417302274,0.034280000000000005,0.7911400000000001,0.17454,0.5142140000000001,0.54,2.74,32.4,False,False,True
920,0.0,0.0,5.486019159121591,120.28571428571429,22.642857142857142,5.523809523809524,0.9523809523809523,9.833333333333334,20.80952380952381,1.8333333333333333,4.5440485293641455,2.761904761904762,2.0238095238095237,0.026077097505668938,49,0.531355874614803,0.034309523809523824,0.7306428571428574,0.23502380952380952,0.4604309523809524,0.42857142857142855,2.119047619047619,20.095238095238095,False,True,False
921,0.0,0.0,5.582191506206281,154.29166666666666,28.25,7.125,1.375,11.8125,25.041666666666668,3.2083333333333335,4.609730575131642,2.2708333333333335,1.9375,0.03732638888888889,74,0.5631068121693121,0.054062500000000006,0.7798124999999999,0.16612500000000002,0.2926229166666666,0.7291666666666666,1.875,25.645833333333332,False,False,True
922,0.05555555555555555,0.0,7.3937282458373845,124.30555555555556,22.27777777777778,5.75,1.4444444444444444,8.666666666666666,20.02777777777778,2.25,6.595302736783818,2.138888888888889,1.3888888888888888,0.023919753086419755,36,0.3372573118753674,0.03505555555555556,0.8957222222222221,0.06922222222222224,0.1625138888888889,0.3055555555555556,0.8888888888888888,21.083333333333332,False,False,True
923,0.08,0.0,8.89839261717871,110.86,19.24,5.48,0.64,8.6,17.56,1.68,8.034247853824416,1.46,1.3,0.0256,41,0.48769814814814816,0.12694,0.74516,0.12789999999999999,0.020274,0.92,0.92,17.4,False,True,False
924,0.0,0.0,5.355535432243604,176.78,33.04,8.7,2.06,14.5,29.08,3.96,4.365422190569368,2.8,2.44,0.037200000000000004,69,0.41667644300144313,0.0443,0.8211400000000001,0.13458,0.40551800000000005,0.7,1.92,30.42,False,False,True
925,0.0,0.0,5.681208354830789,107.54,19.5,5.4,1.0,7.52,17.68,1.82,4.856215954899747,1.76,1.34,0.018799999999999997,80,0.35675378787878786,0.045279999999999994,0.8384199999999998,0.11631999999999999,0.22233599999999998,0.5,1.06,17.94,False,False,True
926,0.0,0.0,5.2716532571587145,186.72,35.2,8.9,2.6,14.8,30.5,4.7,4.317880888495203,3.26,3.08,0.0388,105,0.4928872359584857,0.05677999999999999,0.8106600000000002,0.13254,0.247748,0.86,2.24,32.1,True,False,False
927,0.02,0.0,5.4687848654790345,150.12,28.3,7.46,2.28,11.2,24.98,3.32,4.5077634767832,2.76,2.42,0.0308,71,0.568731164021164,0.08288000000000001,0.7400800000000001,0.17698,0.18225000000000002,1.0,1.84,25.46,True,False,False
928,0.0,0.0,5.586016911934217,169.70833333333334,30.5625,9.229166666666666,1.8541666666666667,12.395833333333334,26.979166666666668,3.5833333333333335,4.611884284174467,3.1458333333333335,2.3333333333333335,0.035590277777777776,75,0.5116790987754529,0.06441666666666666,0.8016250000000004,0.13397916666666668,0.24607499999999993,1.0,1.875,27.6875,True,False,False
929,0.0,0.0,5.290637357286744,173.24,32.94,6.64,2.14,15.18,29.12,3.82,4.324560024851369,2.4,2.82,0.0408,97,0.484622595922596,0.04798000000000001,0.8092800000000001,0.14273999999999998,0.2932,0.64,1.96,30.34,False,False,True
930,0.06,0.0,5.216466651334837,118.22,22.18,6.74,1.46,9.74,20.02,2.16,4.304068833198164,1.94,2.16,0.0296,41,0.7286130952380953,0.05694,0.6818000000000001,0.2612599999999999,0.39375800000000005,0.54,2.02,19.62,False,False,True
931,0.0,0.0,5.587184784494269,181.2608695652174,33.108695652173914,9.695652173913043,2.4782608695652173,13.195652173913043,28.869565217391305,4.239130434782608,4.613449797485014,3.847826086956522,2.717391304347826,0.04064272211720227,81,0.5374291733327059,0.06919565217391305,0.8024782608695652,0.12836956521739135,0.22095217391304348,1.0,2.130434782608696,29.97826086956522,False,False,True
932,0.0,0.0,5.442087674966766,145.3170731707317,26.5609756097561,7.097560975609756,1.5365853658536586,11.439024390243903,23.73170731707317,2.8292682926829267,4.432474758570877,2.4878048780487805,2.1951219512195124,0.039262343842950624,67,0.49144336805922173,0.03019512195121951,0.8046585365853658,0.1651707317073171,0.43748292682926815,0.43902439024390244,1.951219512195122,24.170731707317074,False,False,True
933,0.12,0.0,5.967982901362587,111.64,19.98,5.62,1.6,7.46,18.06,1.92,4.9852432721897175,1.92,1.9,0.0264,33,0.4688309644059644,0.067,0.7733400000000001,0.15966,0.21594399999999997,0.5,1.4,18.08,False,False,True
934,0.16,0.0,9.046379868780438,135.46,23.74,6.62,1.36,10.44,21.28,2.46,8.15721841380354,2.5,2.1,0.034,39,0.5034690211640211,0.05919999999999999,0.8101799999999999,0.13060000000000002,0.22524600000000006,0.62,1.5,21.62,True,False,False
935,0.0,0.0,5.3599154916902965,152.14,28.58,7.14,2.5,11.54,25.74,2.84,4.382837816462862,2.66,2.24,0.032400000000000005,56,0.4969409271284271,0.0412,0.7848799999999998,0.1739,0.39878,0.54,2.14,25.9,False,False,True
936,0.2,0.0,8.714761226839892,132.04,23.28,7.66,1.74,8.9,21.06,2.22,7.837872084919496,2.26,2.32,0.031200000000000002,65,0.43451672679172676,0.09575999999999998,0.7606199999999999,0.14362000000000005,0.166118,1.02,1.44,20.82,True,False,False
937,0.22,0.0,12.636438700969524,111.16,18.48,7.4,1.02,7.26,16.74,1.74,11.878032324862904,1.96,1.74,0.0204,53,0.4816795634920634,0.06658,0.76278,0.1707,0.217648,0.74,1.52,16.22,False,False,True
938,0.02,0.0,5.691746641184621,107.92,20.34,4.82,1.54,7.2,17.98,2.36,4.833554262116649,2.1,1.64,0.027200000000000002,68,0.453083116883117,0.07227999999999998,0.7738399999999999,0.15395999999999999,0.19813,0.5,1.34,18.5,False,True,False
939,0.02,0.0,6.37466690603329,160.28,26.1,7.56,1.12,11.42,23.7,2.4,5.422129308448381,2.9,2.02,0.0232,53,0.48927646825396826,0.05822000000000001,0.8321200000000001,0.10965999999999998,0.15559,0.64,1.42,24.04,False,False,True
940,0.06,0.0,6.071218724959769,121.92,22.38,6.6,1.66,9.18,19.84,2.54,5.064994113049661,1.86,2.22,0.0276,61,0.4310493506493506,0.07134,0.8090600000000001,0.11962,0.13818800000000003,0.58,1.16,20.64,False,False,True
941,0.22,0.0,13.227749186017126,108.64,18.48,8.02,1.3,7.5,16.68,1.8,12.552760810150227,1.68,1.7,0.0184,38,0.37601666323094896,0.06286,0.8000600000000001,0.13710000000000003,0.27407800000000004,0.44,1.6,16.44,False,False,True
942,0.34,0.0,8.979677502876203,129.16,21.84,10.08,1.5,8.2,19.56,2.28,8.058710024454342,2.22,1.7,0.0252,46,0.39084053511303507,0.05461999999999999,0.82084,0.12452,0.210712,0.6,1.34,19.9,False,True,False
943,0.14893617021276595,0.0,5.651641347928967,114.61702127659575,20.851063829787233,6.872340425531915,0.3191489361702128,9.46808510638298,18.4468085106383,2.404255319148936,4.708273165669618,1.7446808510638299,1.8297872340425532,0.033952014486192846,25,0.42829733111647994,0.09576595744680852,0.7363617021276597,0.16791489361702128,0.15009148936170216,0.48936170212765956,1.6382978723404256,18.72340425531915,False,False,True
944,0.16,0.0,5.939276445027704,145.0,25.4,7.7,1.78,10.64,23.06,2.34,4.965677290040391,2.46,2.44,0.0292,60,0.5482467201779702,0.03334000000000001,0.78534,0.1813,0.43045399999999995,0.58,2.04,22.78,False,False,True
945,0.0,0.0,5.528112450802978,163.12,29.44,8.02,1.68,12.1,25.84,3.6,4.54693426564396,3.08,2.64,0.0404,52,0.42478436622460436,0.054700000000000006,0.8222999999999998,0.12303999999999998,0.250406,0.68,1.68,27.08,True,False,False
946,0.06,0.0,5.246313063026524,157.24,30.14,6.12,1.84,14.22,26.6,3.54,4.292053939651634,2.62,2.94,0.046,45,0.4897640993265992,0.05468,0.81404,0.13126000000000004,0.19466000000000006,0.68,1.7,27.76,False,False,True
947,0.0,0.0,5.297347514238152,160.42,30.7,8.56,1.9,12.94,27.54,3.16,4.331780180251895,2.74,2.7,0.0388,74,0.529628552532124,0.0774,0.77704,0.14553999999999997,0.250386,1.02,2.14,27.54,False,False,True
948,0.0,0.0,5.558758860312869,134.12,24.4,8.14,1.34,9.4,22.46,1.94,4.605869892083057,2.24,2.18,0.0308,61,0.5600793650793651,0.06662,0.73074,0.20265999999999992,0.3118559999999999,0.78,1.9,21.72,True,False,False
949,0.0,0.0,5.538448850586597,174.72,31.86,7.36,1.86,14.24,28.1,3.76,4.569962731076839,3.06,2.2,0.028399999999999998,87,0.5622384018759018,0.06604,0.8165600000000004,0.11736000000000002,0.214872,0.82,1.62,29.42,False,True,False
950,0.06,0.0,6.189238896595842,109.0,20.0,7.38,1.72,7.76,17.82,2.18,5.285579043653343,1.56,1.16,0.027999999999999997,53,0.47067280801209377,0.025120000000000003,0.693,0.28189999999999993,0.468456,0.26,1.92,17.82,False,False,True
951,0.0,0.0,5.545893918110668,168.74,30.72,9.14,1.3,13.2,28.0,2.72,4.5762451807553,3.04,3.26,0.0344,57,0.5791307601525459,0.048080000000000005,0.7939400000000001,0.15796,0.38377800000000006,0.66,2.28,27.78,False,False,True
952,0.04,0.0,5.4234130231925315,122.54,23.06,7.12,1.64,7.7,21.0,2.06,4.4591646199593695,2.1,1.8,0.0212,43,0.3894695767195766,0.03852,0.8147199999999999,0.14681999999999998,0.302928,0.36,1.46,21.24,False,False,True
953,0.0,0.02,5.421369408471478,161.0,30.4,8.72,1.82,12.74,27.02,3.38,4.432625848389028,3.32,2.82,0.032799999999999996,80,0.4527968975468976,0.03812,0.8277800000000001,0.13406,0.34977,0.46,1.66,28.28,False,False,True
954,0.52,0.0,26.07516921604812,87.24,12.16,7.14,0.64,5.04,10.96,1.2,25.62296945205255,0.84,0.64,0.016,26,0.1834573192239859,0.031139999999999998,0.9059999999999997,0.06284000000000001,0.153722,0.26,0.7,11.2,False,True,False
955,0.04,0.0,5.986262438522068,141.98,24.94,6.54,1.14,10.48,22.46,2.48,5.049936057774409,2.24,2.32,0.0256,68,0.41244756655381665,0.08368,0.7599599999999999,0.15633999999999998,0.150014,0.94,1.64,22.36,True,False,False
956,0.12,0.0,7.302005404874194,179.88,32.78,9.5,2.28,13.76,28.94,3.84,6.318306156652459,3.14,2.88,0.042,58,0.45680417989418,0.04552,0.8325199999999999,0.12197999999999999,0.3196000000000001,0.76,1.64,30.38,True,False,False
957,0.04,0.0,7.33161196291763,135.26,24.64,6.8,1.36,10.04,22.2,2.44,6.440317265491137,2.34,1.78,0.022400000000000003,47,0.5255824074074075,0.07596,0.77522,0.14882,0.19291399999999992,0.88,1.52,22.24,False,True,False
958,0.0,0.0,5.48787681550377,188.3,34.68,8.62,2.06,14.74,30.42,4.26,4.504177612970307,2.78,3.28,0.0436,109,0.4869111772486771,0.05974,0.81474,0.12542,0.226884,0.92,1.98,31.78,False,False,True
959,0.024390243902439025,0.0,10.261144200192273,190.78048780487805,34.390243902439025,9.390243902439025,2.268292682926829,14.853658536585366,30.26829268292683,4.121951219512195,9.29597052953474,3.5121951219512195,3.073170731707317,0.0529446757882213,58,0.5714279232510938,0.05907317073170732,0.790829268292683,0.15004878048780493,0.35926341463414646,0.8536585365853658,2.5121951219512195,31.024390243902438,False,False,True
960,0.1,0.0,6.5831436619375525,100.2,18.12,6.3,0.82,7.56,16.4,1.72,5.672048847160812,1.52,1.78,0.0256,36,0.4149670093795093,0.09538,0.7887199999999999,0.11591999999999998,0.07914800000000002,0.78,1.16,16.18,False,False,True
961,0.0,0.0,5.645802753889501,191.78,34.08,13.22,2.88,14.14,30.88,3.2,4.662309735155538,3.12,3.92,0.04,78,0.5954559301346802,0.055119999999999995,0.7586400000000001,0.1863,0.48993200000000003,0.8,3.08,30.2,False,False,True
962,0.12,0.0,7.223813588162952,145.9,25.8,9.84,2.08,10.58,22.9,2.9,6.244849423128033,2.5,2.16,0.037599999999999995,63,0.5019297619047619,0.07132,0.7466000000000002,0.18204,0.34474999999999995,0.96,2.1,22.74,True,False,False
963,0.0,0.0,5.228375155241821,177.08,34.02,6.0,3.1,15.84,29.2,4.82,4.218026331973106,3.2,3.62,0.046799999999999994,77,0.5123602131202132,0.07370000000000002,0.8059999999999999,0.12032,0.23931400000000008,1.02,1.8,31.2,True,False,False
964,0.0,0.0,5.346219988461368,154.375,28.75,4.625,1.875,11.875,26.25,2.5,4.402983060741681,2.0,3.375,0.21875,11,0.3425694444444444,0.019625,0.876,0.10437500000000002,0.269125,0.125,1.25,27.375,False,False,True
965,0.02,0.0,5.256838607425155,111.96,21.28,5.7,2.02,7.4,19.4,1.88,4.307400989004794,2.34,1.32,0.0212,35,0.3927259307359307,0.05250000000000002,0.8420999999999998,0.10540000000000001,0.145806,0.5,1.12,19.66,False,True,False
966,0.06,0.0,5.589921518569294,131.4,25.34,5.0,1.56,12.2,21.88,3.46,4.677872881707272,1.92,2.48,0.0332,35,0.38169252765752765,0.10022,0.7471000000000002,0.15264,0.14794600000000002,1.04,1.82,22.48,False,False,True
967,0.12,0.0,7.21553078331336,152.66,26.34,8.18,1.14,11.24,23.74,2.6,6.245815299388965,2.58,2.36,0.024399999999999998,69,0.4255171269841269,0.08516,0.8016399999999997,0.11322000000000002,0.147308,1.0,1.42,23.92,False,True,False
968,0.02,0.0,6.719863585351867,155.22,29.18,7.98,1.76,12.68,25.28,3.9,5.80956586889176,2.42,3.78,0.0388,53,0.5005728598121455,0.09653999999999999,0.7867800000000003,0.11668000000000003,0.08006599999999998,1.24,1.8,26.14,False,False,True
969,0.16,0.0,7.0639233076280625,147.22,24.5,10.36,1.36,9.16,22.08,2.42,6.0729677848326205,2.52,1.84,0.018799999999999997,65,0.5832460197210197,0.08786,0.72222,0.18996,0.313992,0.7,2.06,21.74,False,False,True
970,0.06,0.0,5.555310515086743,170.12,30.52,10.76,2.3,12.36,27.3,3.22,4.530960072229374,3.0,2.56,0.034,68,0.5432806980056981,0.05733999999999999,0.78176,0.16094000000000006,0.34348999999999996,0.58,1.88,28.06,False,False,True
971,0.0,0.0,5.565572749410778,178.3,32.38,9.3,1.82,13.98,29.02,3.36,4.590664069262443,2.64,3.8,0.0464,75,0.5067971184371183,0.06258,0.7994,0.13805999999999996,0.29073200000000005,0.96,1.94,29.48,False,False,True
972,0.02,0.0,6.054086118811738,143.3,26.58,7.08,2.62,11.02,24.0,2.58,5.096844659601083,2.26,2.74,0.032400000000000005,54,0.4937510281385282,0.0626,0.78642,0.15102,0.22426799999999994,0.88,1.58,24.12,True,False,False
973,0.0,0.0,5.165961755049724,130.125,25.541666666666668,6.541666666666667,2.7083333333333335,10.270833333333334,23.020833333333332,2.5208333333333335,4.217310315732313,2.8958333333333335,2.6458333333333335,0.02734375,54,0.5561034576919995,0.0690625,0.6842916666666667,0.24660416666666662,0.44151041666666674,0.7083333333333334,2.4375,22.395833333333332,False,False,True
974,0.24,0.0,9.513905856620127,117.66,19.82,7.9,1.04,7.78,18.14,1.68,8.61270773313658,1.86,2.06,0.028399999999999998,52,0.4470063366659796,0.0789,0.76006,0.16096,0.14496000000000003,0.62,1.5,17.7,False,False,True
975,0.02040816326530612,0.0,5.670341583007803,123.40816326530613,22.448979591836736,5.510204081632653,1.6734693877551021,8.816326530612244,20.142857142857142,2.306122448979592,4.762774639371806,2.5510204081632653,2.2244897959183674,0.027488546438983755,62,0.5140896864311587,0.0619795918367347,0.7604285714285717,0.17753061224489797,0.31722653061224493,0.5918367346938775,1.9183673469387754,19.93877551020408,False,False,True
976,0.0,0.0,5.393754597154039,175.5,32.44,9.54,1.74,14.9,28.5,3.94,4.401604174423082,2.68,3.16,0.0388,66,0.6269275264550264,0.06828000000000001,0.73502,0.19679999999999997,0.415028,0.82,2.8,28.82,False,False,True
977,0.04,0.0,7.519395898785331,144.52,25.9,8.5,1.8,9.86,23.02,2.88,6.545896719831356,2.38,2.34,0.0356,86,0.46442523809523806,0.09674000000000003,0.7905200000000001,0.11274,0.106422,1.06,1.52,23.32,False,True,False
978,0.02702702702702703,0.0,6.1005072455695055,164.21621621621622,27.594594594594593,7.135135135135135,0.8648648648648649,11.837837837837839,25.216216216216218,2.3783783783783785,5.165245540109696,2.5135135135135136,2.0,0.039444850255661065,60,0.45115454740454747,0.036864864864864864,0.8454594594594597,0.11764864864864867,0.25125135135135135,0.4594594594594595,1.4324324324324325,25.7027027027027,False,False,True
979,0.0,0.0,5.47229029525624,152.94,28.26,5.4,1.28,11.68,24.04,4.22,4.51336767347758,2.8,1.72,0.0276,74,0.4015139580789581,0.09271999999999998,0.81498,0.09224,0.015577999999999995,0.86,1.5,25.9,True,False,False
980,0.058823529411764705,0.0,5.5090544278476035,143.94117647058823,26.91176470588235,6.294117647058823,1.9411764705882353,10.558823529411764,23.764705882352942,3.1470588235294117,4.567476921788471,2.235294117647059,1.6470588235294117,0.046712802768166084,46,0.4749167784829549,0.05044117647058824,0.8068823529411765,0.14273529411764704,0.22694117647058829,0.7058823529411765,1.3823529411764706,24.823529411764707,False,False,True
981,0.0,0.0,5.732965813167919,152.56,27.62,8.28,0.92,12.36,24.44,3.18,4.780639652746632,2.2,2.4,0.034,64,0.5221837301587303,0.09824,0.7464400000000001,0.15532,0.090428,1.36,1.82,24.44,False,True,False
982,0.06,0.0,6.56038675621781,152.22,26.82,6.92,1.02,10.84,23.94,2.88,5.60579486405376,1.98,1.72,0.0236,86,0.41898571428571424,0.049139999999999996,0.8309799999999999,0.11989999999999998,0.28433800000000004,0.52,1.46,24.84,False,True,False
983,0.0,0.0,5.566472266578492,135.58,24.96,5.44,1.68,10.86,22.34,2.62,4.617814958102541,1.9,2.26,0.0264,63,0.5182541666666666,0.05000000000000001,0.82754,0.12248,0.173062,0.6,1.34,23.02,True,False,False
984,0.14893617021276595,0.0,15.970030000594493,136.12765957446808,22.51063829787234,9.127659574468085,1.0638297872340425,9.297872340425531,20.404255319148938,2.106382978723404,15.135091503763034,2.1702127659574466,1.8085106382978724,0.025803531009506567,65,0.4645100894967917,0.07929787234042553,0.8007659574468086,0.11991489361702128,0.16971063829787236,0.7021276595744681,1.553191489361702,20.25531914893617,True,False,False
985,0.02,0.0,5.720110471699056,173.64,30.38,9.92,1.66,12.78,27.42,2.96,4.743403391221221,2.96,3.22,0.0368,76,0.5091985473785473,0.08514,0.7345,0.18031999999999995,0.2655380000000001,1.2,2.26,26.92,False,False,True
986,0.02,0.0,5.788974579597716,191.04,33.7,9.78,1.88,15.94,29.64,4.06,4.722856620943312,2.96,2.7,0.0548,54,0.5469232323232324,0.048780000000000004,0.8116800000000001,0.13957999999999998,0.34607199999999994,0.74,2.14,30.82,False,False,True
987,0.04,0.0,5.860617270241849,187.48,32.38,10.54,2.2,12.68,29.0,3.38,4.868780730932273,3.12,3.1,0.032,80,0.5602204858104858,0.09622,0.78256,0.12131999999999998,0.13470200000000002,1.24,1.88,29.26,False,False,True
988,0.08,0.0,7.743801420027159,94.24,17.88,5.32,0.46,7.72,16.48,1.4,6.891552532719562,1.5,2.06,0.022400000000000003,39,0.35509206349206346,0.08295999999999999,0.7538600000000001,0.16319999999999996,0.15546200000000002,0.68,1.44,15.76,False,True,False
989,0.02,0.0,6.4203541589957425,151.28,27.14,8.2,1.84,10.86,24.2,2.94,5.485076763732431,3.02,2.12,0.0264,50,0.446411216931217,0.09905999999999998,0.7472,0.15372000000000002,0.154132,1.26,1.6,24.28,False,True,False
990,0.06,0.0,5.78737593446749,173.58,31.28,10.34,1.46,12.96,28.24,3.04,4.800642859055097,3.08,2.74,0.0344,75,0.5167096139971138,0.04072,0.7839599999999999,0.1753,0.41973799999999994,0.64,2.18,28.46,False,True,False
991,0.02,0.0,5.500416802855932,181.72,34.0,9.16,2.52,14.6,29.96,4.04,4.463793004815331,2.34,3.36,0.0492,72,0.5065782186948853,0.04795999999999998,0.8506199999999998,0.10138000000000001,0.21590199999999998,0.82,1.64,31.54,False,False,True
992,0.0,0.0,5.278159440066337,143.46,27.56,5.12,0.74,12.32,24.5,3.06,4.323116034228514,2.4,2.34,0.037200000000000004,54,0.4905849086099085,0.07151999999999999,0.8034,0.12510000000000002,0.16219399999999998,0.86,1.46,25.24,False,False,True
993,0.0,0.0,5.093770906252856,150.92,29.34,6.54,2.92,12.98,24.66,4.68,4.155772343159773,2.82,2.5,0.0496,65,0.5941121031746033,0.08906,0.76998,0.14100000000000004,0.168684,1.1,2.08,26.16,False,False,True
994,0.0,0.0,5.4055491284090715,145.34782608695653,27.608695652173914,5.478260869565218,0.1956521739130435,13.869565217391305,24.434782608695652,3.1739130434782608,4.453738599689389,2.5869565217391304,2.6739130434782608,0.04064272211720227,52,0.45092774368201366,0.04636956521739131,0.8177173913043478,0.1358913043478261,0.22016304347826082,0.6304347826086957,1.5434782608695652,25.434782608695652,False,False,True
995,0.02564102564102564,0.0,5.440978674461484,121.61538461538461,22.794871794871796,5.358974358974359,2.1538461538461537,9.615384615384615,19.846153846153847,2.948717948717949,4.518132740040789,2.076923076923077,1.435897435897436,0.032215647600262985,33,0.41293962981462984,0.038615384615384614,0.7652820512820513,0.19610256410256405,0.3284179487179487,0.48717948717948717,1.7179487179487178,20.58974358974359,False,False,True
996,0.16,0.0,8.52983189303805,145.7,25.74,10.0,1.08,9.64,23.72,2.02,7.481076578639233,2.8,2.76,0.034,52,0.5517238541881397,0.08361999999999999,0.71352,0.20284,0.37028799999999995,0.84,2.38,22.52,False,True,False
997,0.22,0.0,9.993891726834114,151.5,24.6,8.34,0.82,10.44,22.42,2.18,9.071185851622449,2.36,1.28,0.0184,67,0.508981194083694,0.07078000000000001,0.7589000000000001,0.17026000000000002,0.226684,1.2,1.54,21.86,False,False,True
998,0.02,0.0,6.365347667453656,147.68,27.44,5.48,1.64,12.04,23.84,3.6,5.4051436599945335,2.18,2.26,0.0392,48,0.4825279847797706,0.05072000000000001,0.8170800000000001,0.13219999999999998,0.2171739999999999,0.52,1.34,25.58,False,False,True
999,0.030303030303030304,0.0,6.099052831356347,149.24242424242425,27.181818181818183,8.969696969696969,2.303030303030303,10.696969696969697,24.424242424242426,2.757575757575758,5.077639801441013,2.727272727272727,2.4242424242424243,0.02662993572084481,25,0.4280662817621692,0.06284848484848485,0.7847878787878789,0.15239393939393941,0.24336666666666673,0.8181818181818182,1.6363636363636365,24.727272727272727,False,False,True
1000,0.0,0.0,5.416269220412123,160.5,29.34,6.1,1.34,13.1,26.5,2.84,4.457959403972333,2.48,2.04,0.042800000000000005,70,0.5357172943722944,0.061579999999999996,0.6921400000000001,0.24636000000000005,0.46969,0.86,2.76,25.72,False,False,True
